Users,Age,Screentime,SocialMediaHours,SleepHours,ExerciseMinutes,StudyWorkHours,ProductivityScore,StressLevel,Platform
1226,45,3.9,6.16,5.98,113,2.41,81.16,Medium,Instagram
1227,44,1.04,0.79,7.85,48,2.02,11.96,Medium,Instagram
1228,37,6.45,0.7,3.3,47,7.22,78.15,High,YouTube
1229,19,2.1,1.13,8.31,5,5.65,69.21,Low,Snapchat
1230,35,9.3,3.78,6.52,109,4.35,58.18,Low,Snapchat
1231,47,4.04,2.27,8.09,95,7.52,94.01,High,YouTube
1232,19,5.88,7.88,3.06,4,5.1,32.92,High,Instagram
1233,42,1.96,4.57,8.22,78,5.19,10.24,Medium,Snapchat
1234,32,4.15,5.47,3.72,44,1.14,98.18,Low,LinkedIn
1235,27,9.6,2.59,7.33,15,3.84,44.67,Medium,Twitter
1236,37,2.67,2.91,5.5,111,1.05,43.91,Low,Instagram
1237,32,8.12,3.02,7.09,16,9.31,9.86,Low,LinkedIn
1238,25,11.09,5.74,6.77,58,3.65,74.61,Medium,YouTube
1239,16,8.48,4.05,3.98,119,2.62,72.29,Low,YouTube
1240,37,9.92,4.38,6.09,55,1.82,15.38,Low,Twitter
1241,41,2.2,4.94,4.66,100,1.42,24.15,Low,Snapchat
1242,33,3.76,6.27,6.36,106,8.97,2.63,Medium,LinkedIn
1243,29,10.84,1.18,7.43,78,2.52,89.08,Medium,Snapchat
1244,44,8.87,6.33,3.49,34,6.56,25.21,High,LinkedIn
1245,27,8.04,4.72,6.09,7,6.86,92.78,Low,YouTube
1246,27,8.3,5.52,6.71,98,3.86,57.55,Low,YouTube
1247,22,5.56,2.96,4.77,60,8.5,43.12,Low,Snapchat
1248,44,1.49,3.57,8.72,99,2.93,1.78,Medium,Snapchat
1249,26,9.63,2.23,6.12,26,1.64,10.13,Low,LinkedIn
1250,48,8.47,7.84,4.1,77,1.62,16.71,Medium,Twitter
1251,21,6.2,4.23,3.65,118,3.7,11.46,Medium,YouTube
1252,30,10.9,7.97,6.25,86,5.17,26.36,Medium,LinkedIn
1253,47,4.7,4.17,5.25,19,6.66,16.3,Medium,Instagram
1254,26,4.24,2.15,4.16,56,7.56,66.72,High,Snapchat
1255,38,10.6,4.31,3.18,69,2.61,30.41,Medium,YouTube
1256,41,9.77,0.8,6.4,87,7.16,72.11,High,Twitter
1257,49,6.66,7.29,6.59,22,2.64,14.41,Medium,Twitter
1258,49,2.44,6.64,3.85,99,9.97,21.7,Medium,Instagram
1259,44,3.37,5.94,6.61,75,9.63,78.96,Low,Snapchat
1260,19,8.22,5.07,8.71,1,1.92,63.77,Medium,Snapchat
1261,32,5.24,4.85,8.87,26,6.9,10.55,Low,LinkedIn
1262,28,10.2,7.98,8.33,31,9.13,95.98,Medium,Instagram
1263,30,11.45,2.58,7.84,92,1.73,76.49,High,Twitter
1264,44,9.86,6.35,4.26,49,2.12,55.71,High,Twitter
1265,44,5.15,4.86,3.94,63,4.12,34.95,High,Instagram
1266,26,9.68,7.82,5.67,109,1.86,10.3,Medium,Instagram
1267,47,4.87,6.71,6.72,39,8.97,36.46,Low,Twitter
1268,17,2.84,7.99,8.1,103,8.88,32.98,Medium,Instagram
1269,29,1.37,4.91,4.39,107,9.54,8.76,Low,Instagram
1270,35,5.24,2.03,5.88,32,2.84,78.59,High,Snapchat
1271,37,10.94,4.28,6.88,28,1.41,42.12,Low,Instagram
1272,26,3.63,5.83,5.67,32,5,89.06,High,Twitter
1273,42,3.27,6.31,5.73,99,8.92,16.64,Low,YouTube
1274,18,11.67,0.5,4.35,16,6.75,32.44,Low,Twitter
1275,32,1.28,4.29,8.92,73,9.98,28.62,Low,Snapchat
1276,43,9.64,2.26,5.85,64,9.15,86.65,High,Instagram
1277,44,4.54,7.06,6.2,42,4.53,51.27,High,Twitter
1278,36,1.41,1.65,4.31,62,1.36,15.04,High,LinkedIn
1279,31,11.1,5.5,6.08,116,1.05,36.39,High,YouTube
1280,35,2.54,2.5,4.53,80,6.8,94.38,Low,Twitter
1281,21,7.07,3.17,4.21,105,9.24,55.6,High,Instagram
1282,34,4.01,7.55,4.65,91,5,4.64,Medium,Snapchat
1283,20,1.72,2.3,3.02,101,8.87,6.73,Low,YouTube
1284,18,1.55,1.21,6.42,99,6.1,24.33,Medium,LinkedIn
1285,16,2.27,1.02,5.32,57,1.88,62.51,High,LinkedIn
1286,30,1.79,4.28,8.39,108,8.18,25.28,Low,Instagram
1287,49,9.37,5.31,3.24,90,5.43,85.16,High,LinkedIn
1288,40,6.34,2.95,3.26,42,1.46,63.31,Low,YouTube
1289,39,4.77,5.68,8.32,36,8.33,30.77,Low,LinkedIn
1290,27,5.6,0.96,3.76,45,7.82,40,High,Instagram
1291,33,11.22,6.93,3.01,24,5.12,38.15,High,LinkedIn
1292,30,11.02,6.62,4.07,97,1.18,32.1,Low,Snapchat
1293,31,8.87,7.89,7.94,66,4.12,63.36,Medium,YouTube
1294,42,10.73,7.52,7.82,92,4.91,20.97,Low,Instagram
1295,23,4.52,3.17,5.04,98,2.49,29.92,High,Instagram
1296,40,5.19,3.49,7.01,106,2.45,9.44,High,Snapchat
1297,32,7.75,6.09,6.04,104,2.5,38.23,Medium,Instagram
1298,44,7.86,1.51,8.43,50,4.34,7.37,Medium,Twitter
1299,23,6.3,2.86,3.34,73,8.36,2.77,Low,Instagram
1300,30,5.41,1.39,7.88,116,7.83,64.95,Low,LinkedIn
1301,42,11.85,3.91,4.02,37,1.09,17.08,Medium,Instagram
1302,22,10.03,4.64,5.35,117,1.09,4.48,Low,YouTube
1303,18,5.78,2.08,4.15,37,1.7,7.76,High,Instagram
1304,44,9,0.7,7.22,0,5.2,20.72,Low,YouTube
1305,39,3.97,5.9,7.07,53,9,72.37,Low,Snapchat
1306,18,2.1,0.65,6.29,64,2.64,2.17,Medium,Twitter
1307,35,4.88,7.8,7.19,95,5.29,72.93,High,LinkedIn
1308,30,5.43,2.16,6.84,21,1.37,60.11,Low,Twitter
1309,40,1.18,5.48,7.66,60,1.18,51.88,Low,Twitter
1310,45,9.96,3.76,4.44,57,1.07,91.02,High,Snapchat
1311,29,4.95,0.95,5.57,53,7.63,83.13,High,Instagram
1312,22,7.38,4.04,3.91,18,1.21,42.46,High,Twitter
1313,32,1.81,4.38,5.58,98,3.46,1.66,Low,LinkedIn
1314,35,2.92,6.91,7.21,69,6.81,71.35,Medium,YouTube
1315,24,10.79,5.99,7.15,33,6.57,5.72,Low,Snapchat
1316,37,7.7,1.09,7.26,78,1.5,28.53,Low,Snapchat
1317,17,11.45,2.07,4.85,43,3.31,49.81,High,Twitter
1318,39,11.99,2.84,6.97,116,6.75,10.83,High,Instagram
1319,23,5.09,1.37,5.2,105,4.53,68.25,Low,Twitter
1320,26,4.29,3.93,8.67,114,5.19,32.82,High,YouTube
1321,28,10.44,7.88,5.06,116,2.86,36.8,Low,Twitter
1322,32,11.98,4.36,6.62,108,1.34,65.18,High,Instagram
1323,23,7.93,6.06,7.5,66,4.11,40.43,Medium,Snapchat
1324,36,9.75,5.62,8.44,113,7.15,23.23,Low,LinkedIn
1325,33,9.6,6.87,5.63,51,7.9,18.5,Low,Snapchat
1326,45,4.91,2.12,5.16,100,6.33,72.68,High,Instagram
1327,33,7.32,6.15,5.58,21,4.54,75.31,Low,Snapchat
1328,46,10.16,7.11,4.94,108,6.25,20.37,Low,Twitter
1329,47,8.57,1.79,6.92,28,7.34,32.58,Low,Twitter
1330,26,1.23,3.1,8.6,13,7.8,95.7,High,Twitter
1331,40,4.7,7.78,3.76,93,1.85,98.44,High,Twitter
1332,48,2.59,6.36,6.37,61,8.23,58.95,Low,Instagram
1333,23,3.56,2.62,8.39,14,1.57,75.94,Medium,YouTube
1334,26,10.96,4.73,3.6,113,8.83,75.08,Medium,Twitter
1335,37,1.41,3.53,5.96,92,4.53,40.16,Low,Snapchat
1336,39,3.42,4.17,8.19,13,5.92,5.79,Medium,Instagram
1337,32,4.41,3.16,8.4,114,3.61,74.33,Low,Instagram
1338,27,7.79,2.59,6.09,66,4.84,14.44,High,LinkedIn
1339,47,6.88,5.56,3.15,21,8.61,29.76,Medium,Twitter
1340,30,3.4,6.34,3.63,96,3.66,32.24,Medium,Snapchat
1341,31,2.81,7.05,6.52,86,6.08,35.56,Low,YouTube
1342,37,3.6,1.66,3.74,119,6.82,47.1,Low,YouTube
1343,43,6.53,6.67,3.9,6,2.32,50.66,High,Snapchat
1344,35,3.98,2.41,7.63,83,8,48.87,Medium,Instagram
1345,48,11.42,3.71,7.5,6,9.99,17.12,Medium,Snapchat
1346,25,6.1,7.26,8.06,16,2.4,65.23,Medium,LinkedIn
1347,47,1.65,3.91,3.63,31,7.91,79.23,Medium,Instagram
1348,48,9.02,1.98,4.19,78,2.32,46.71,Low,LinkedIn
1349,17,4.62,1.7,8,76,9.55,83.99,High,YouTube
1350,48,8.19,4.05,7.33,55,4.7,44.98,Medium,Twitter
1351,48,4.08,6.22,7.84,61,9.82,57.26,High,LinkedIn
1352,28,7.28,7.98,8.94,57,1.61,7.89,Low,Snapchat
1353,45,9.49,6.41,8.19,110,8.12,15.54,Low,Twitter
1354,48,11.21,7.08,6.12,57,5.26,76.97,Low,YouTube
1355,28,3.87,6.11,4.86,2,3.61,25.67,High,Snapchat
1356,41,4.68,7.22,6.42,88,7.73,10.28,High,LinkedIn
1357,37,6.11,1.07,6.83,112,6.72,57.26,Medium,Snapchat
1358,17,11.2,7.47,5.01,95,9.13,10.34,High,Twitter
1359,41,10.92,3.47,7.63,79,3.24,68.72,High,Snapchat
1360,30,1.99,7.41,3.56,117,9.46,69.23,Medium,LinkedIn
1361,49,2.45,1.07,7.68,0,6.78,45.85,Low,Instagram
1362,26,6.45,5.86,3.19,119,5.05,68.89,Low,YouTube
1363,18,2.17,6.02,5.99,109,1.48,80.14,High,YouTube
1364,21,4.8,7.98,8.17,66,7.89,20.57,Medium,Twitter
1365,24,2.63,6.27,3.52,19,8.73,65.3,High,Snapchat
1366,21,8,3.37,6.11,91,8.29,69.54,High,Snapchat
1367,24,11.44,4.68,3.96,85,7.62,20.25,Low,LinkedIn
1368,46,11.96,3.25,8.37,99,9.72,72.96,Medium,YouTube
1369,47,5.13,1.97,7.99,61,8.64,72.24,High,YouTube
1370,27,7.59,2.36,8.6,55,9.35,16.57,High,Twitter
1371,23,10.42,2.17,8.25,104,7.57,32.43,High,YouTube
1372,23,2.29,4.62,7.42,52,8.38,94.17,Low,LinkedIn
1373,43,8.59,7.3,4.11,64,3.6,8.04,Low,LinkedIn
1374,35,5.5,7.35,4.82,55,7.02,23.67,High,YouTube
1375,22,3.27,0.91,5.98,77,2.85,58.3,Medium,Twitter
1376,26,5.43,1.1,6.53,44,1.62,96.9,Low,LinkedIn
1377,35,1.84,2.34,7.69,78,6.21,26.46,High,Twitter
1378,31,8.65,2.41,4.36,95,8.05,81.86,Low,Snapchat
1379,19,3.78,1.21,3.77,17,1.74,37.37,Low,YouTube
1380,21,4.43,3.41,5.9,47,2.63,35.9,High,Snapchat
1381,37,2.33,4.91,3.95,37,1.84,99.61,Low,Snapchat
1382,41,10.51,4.84,7.16,21,6.71,81.9,Low,YouTube
1383,18,6.43,4.58,6.45,79,1.72,25.6,High,Snapchat
1384,29,7.29,3.04,7.45,74,1.84,19.38,Low,YouTube
1385,26,7.26,5.8,3.38,70,3.38,9.32,High,Twitter
1386,33,5.52,6.7,8.79,72,3.43,48.79,High,Snapchat
1387,27,3.12,3.1,3,0,6.02,34.12,High,Snapchat
1388,38,9.2,1.14,4.95,41,1.29,38.7,Low,LinkedIn
1389,27,2.4,2.72,7.08,71,6.54,43.71,Medium,Snapchat
1390,28,2.14,1.53,3.27,74,4.71,99.11,Medium,Instagram
1391,40,8.81,4.01,3.5,68,2.61,1.28,Low,Snapchat
1392,34,3.3,1.67,3.46,28,6.88,43.18,Low,Snapchat
1393,23,4.37,3.97,6.49,5,3.97,7.43,High,LinkedIn
1394,44,6.23,2.16,8.38,55,8.45,67.63,Medium,Instagram
1395,47,5.94,6.04,6.33,119,9.9,5.99,Medium,Twitter
1396,33,8.79,0.71,6.62,11,8.01,76.92,Low,YouTube
1397,21,7.86,4.66,5.08,106,7.69,86.91,High,Snapchat
1398,33,8.09,1.77,3.11,38,4.2,97.11,Low,Twitter
1399,34,8.85,0.51,3.13,70,5.81,12.97,Low,Twitter
1400,37,4.22,7.02,8.33,107,1.47,97.91,Medium,YouTube
1401,47,4.55,5.54,3.62,11,7.55,41.82,Low,YouTube
1402,18,5.82,1.24,9,32,7.08,63.63,Medium,Twitter
1403,43,4.38,5.48,3.99,119,3.42,1,Low,Instagram
1404,25,11.83,5.09,7.05,82,5.81,37.66,Medium,LinkedIn
1405,44,9.95,4.05,8.69,52,7.11,35.94,Medium,Twitter
1406,30,2.81,3.64,5.17,99,4.31,50.88,Medium,YouTube
1407,48,1.06,7.15,7.41,18,7.53,14.13,Medium,LinkedIn
1408,22,1.47,2.34,5.11,57,8.17,69.33,High,YouTube
1409,27,3.68,3.49,4.83,84,3.01,59.97,Medium,Twitter
1410,45,2.26,2.97,4.21,82,3.71,22.04,High,LinkedIn
1411,36,6.87,6.28,7.93,42,4.61,98.38,High,YouTube
1412,46,10.44,7.37,4.54,72,3.12,1.55,Low,YouTube
1413,39,9.1,6.87,4.7,44,7.98,34.26,Medium,Instagram
1414,35,3.37,6.48,8.99,85,6.15,26.91,Low,YouTube
1415,19,5.39,7.9,4.96,18,4.42,56.44,Low,Snapchat
1416,43,6.59,5.73,5.54,36,1.14,88.95,Medium,Twitter
1417,35,9.91,6.13,8.94,10,3.93,66.12,Medium,Snapchat
1418,39,10.23,7.87,5.22,55,8.53,5.71,Low,Twitter
1419,47,11.01,0.55,5.2,24,7.69,86.48,Low,Instagram
1420,49,6.6,5.26,7.97,98,1.61,27.24,Medium,Twitter
1421,17,8.64,6.04,4.87,68,8.21,11.92,High,Instagram
1422,30,2.23,7.38,4.4,44,2.61,43.82,High,LinkedIn
1423,49,7.22,7.13,5.54,61,9.88,89.97,Low,Snapchat
1424,21,3.74,6.81,7.2,94,8.82,4.42,High,Snapchat
1425,27,5.75,7.59,3.26,13,9.22,62.94,Low,Instagram
1426,18,7.97,4.53,5.24,76,7.93,33.92,Medium,Snapchat
1427,33,3.83,0.55,5.08,33,7.4,62.63,Low,Snapchat
1428,36,1.57,0.58,4.47,97,3.2,27.37,High,Instagram
1429,30,1.11,4.58,6.93,81,6.28,96.74,High,Instagram
1430,48,1.24,3.76,4.74,59,7.27,12.27,High,YouTube
1431,41,1.09,3.88,6.64,63,3.59,16.64,Medium,Snapchat
1432,23,2.21,3.5,6.03,69,4.58,5.52,Medium,Snapchat
1433,45,3.63,7.38,4.3,50,9.52,79.7,Medium,LinkedIn
1434,38,3.43,3.19,4.6,41,4.67,10.3,High,Snapchat
1435,29,11.85,6.92,4.02,20,3.84,28.39,Medium,Instagram
1436,29,4.37,7.27,3.34,103,1.96,21.35,Medium,Twitter
1437,17,2.4,4.25,6.72,4,4.07,36,Medium,YouTube
1438,20,7,3.85,7.04,65,6.51,76.81,Low,Instagram
1439,29,10.44,6.21,4,69,2.33,95.07,High,Twitter
1440,40,8.46,5.81,6.69,113,6.45,88.01,High,Snapchat
1441,35,4.26,2.96,8.89,60,7.67,84.28,High,Instagram
1442,17,7.18,1.27,3.45,7,7.91,42.33,Medium,Snapchat
1443,21,8.86,2.49,5.94,65,9.86,80.38,Medium,LinkedIn
1444,32,9.01,1.48,7.4,86,4.91,77.94,Medium,LinkedIn
1445,40,8.33,2.71,3.28,61,1.29,25.51,Low,YouTube
1446,43,10.58,2.46,7.67,19,8.69,26.98,Low,Twitter
1447,17,10.57,5.28,8.88,3,1.75,50.4,Low,Instagram
1448,20,7.37,7.66,3.53,14,8.75,96.38,Medium,YouTube
1449,16,5.73,5.64,7.93,93,9.84,11.68,Medium,Snapchat
1450,27,8.06,7.45,5.27,55,9.16,98.85,High,Instagram
1451,38,10,6.38,3.86,19,9.68,16.73,Low,Instagram
1452,46,1.06,5.96,5.96,23,1.21,49.08,Medium,Snapchat
1453,26,11.91,3.61,3.43,8,1.1,31.09,Low,YouTube
1454,25,3.01,2.94,6.13,119,2.89,42.56,Low,YouTube
1455,18,6.17,6.85,3.12,115,8.19,95.83,Medium,LinkedIn
1456,29,10.59,7.29,7.37,20,1.8,63.55,Low,Instagram
1457,31,3.48,3.89,5.93,101,7.72,30.45,Low,YouTube
1458,25,6.24,0.57,5.75,40,1.11,63.21,Medium,Instagram
1459,44,2.46,6.44,4.18,12,7.58,45.76,Medium,LinkedIn
1460,25,5.35,2.64,5.17,4,3.25,94.39,Low,Twitter
1461,27,2.95,0.57,4.09,63,4.96,35.93,High,Twitter
1462,45,5,6.54,7.41,45,9.79,58.86,High,LinkedIn
1463,16,5.11,4.38,4.19,77,5.97,85.09,High,Instagram
1464,20,11.92,5.64,6.7,113,1.67,95.93,Medium,YouTube
1465,35,11.94,7.36,4.68,70,8.86,80.12,High,YouTube
1466,23,2.26,4.56,6.94,69,3.91,93.62,Medium,Snapchat
1467,27,8.99,4.27,6.24,58,6.27,46.91,Low,YouTube
1468,16,1.57,2.68,5.54,75,7.41,76.69,Medium,Instagram
1469,35,1.33,2.79,7.04,109,8,10.37,High,Instagram
1470,43,2.16,6.47,5.49,50,4.89,59.79,High,LinkedIn
1471,27,11.62,3.87,7.93,15,7.96,2.34,High,Snapchat
1472,43,11.35,1.73,7.38,119,2.05,26.74,High,YouTube
1473,30,3.13,1.21,6.24,50,5.73,66.89,High,Instagram
1474,21,2.78,4.05,8.26,95,1.2,17.98,Low,Instagram
1475,35,3.65,3.99,7.97,41,4.66,20.81,Low,Twitter
1476,29,6.67,5.4,6.19,10,4.28,7.11,Low,Instagram
1477,17,7.27,4.03,3.41,67,9.8,74.99,Low,Snapchat
1478,24,3.44,1.58,6.4,92,4.58,45.35,Medium,YouTube
1479,35,9.32,4.31,5.13,51,9.16,88.91,High,Twitter
1480,41,4.41,7.3,6.24,97,4.92,36.86,High,Instagram
1481,44,11.14,1.7,6.88,72,5.8,44.09,Low,Snapchat
1482,16,8.22,5.67,6.87,9,4.16,50,Low,LinkedIn
1483,21,5.8,4.95,7.04,71,6.76,86.23,Low,YouTube
1484,20,9.69,6.11,7.08,62,7.65,29.93,Medium,LinkedIn
1485,48,10,1.63,3.66,35,8.12,6.11,Medium,Snapchat
1486,29,4.2,7.56,4.15,95,7.25,63.09,Low,LinkedIn
1487,27,4.74,5.16,6.78,44,3.97,82.74,High,YouTube
1488,35,11.3,6.85,5.45,5,3.98,56.07,Medium,Snapchat
1489,39,2.81,2.35,7.58,5,4.13,32.73,Low,Instagram
1490,49,1.46,6.05,3.75,90,1.34,63.42,Low,LinkedIn
1491,40,5.99,6.36,4.15,65,9.49,99.11,Low,Twitter
1492,44,9.81,3.48,6.35,72,2.76,57.83,High,LinkedIn
1493,46,9.49,3.38,6,63,2.43,32.21,Medium,Snapchat
1494,38,11.11,5.43,4.6,37,5.97,25.12,High,Twitter
1495,35,6.87,1.2,5.45,68,1.43,99.82,Medium,Snapchat
1496,38,2.1,6.02,3.21,97,8.54,85.19,High,Snapchat
1497,31,7.48,0.82,3.22,60,8.89,28.67,Medium,Twitter
1498,23,9.56,1.93,3.57,77,4.58,26.98,High,Snapchat
1499,36,2.03,5.48,6.46,73,9.74,80.56,Low,Twitter
1500,16,2.9,1.24,8.18,62,3.92,99.24,High,Instagram
1501,23,1.14,7.79,4.56,110,3.34,47.09,Low,Snapchat
1502,44,7.53,7.01,3.2,112,9.91,23.5,High,Instagram
1503,47,10.75,5.2,7.25,70,3.25,23.8,Low,YouTube
1504,20,8.38,6.64,8.13,19,5,79.94,Low,LinkedIn
1505,37,11.8,7.16,3.83,74,6.51,60.9,High,Instagram
1506,49,1.69,2.45,5.31,76,3.9,63.74,High,LinkedIn
1507,16,10.93,6.87,3.95,118,4.46,20.24,High,Twitter
1508,41,9.95,1.96,3.64,116,7.49,13.92,High,YouTube
1509,25,4.46,3.6,6.89,63,7.51,2.05,High,Twitter
1510,45,11.71,4.69,8.81,80,8.23,91.61,Low,Snapchat
1511,33,4.17,5.85,7.07,36,6.34,36.14,Low,LinkedIn
1512,32,10.78,0.73,8.91,107,3.1,76.04,Medium,Twitter
1513,41,10.69,2.68,5.61,35,4,88.56,Medium,LinkedIn
1514,23,9.33,5.06,8.39,96,9.11,60.26,Medium,Snapchat
1515,27,7.2,3.18,4.23,9,7.6,43,High,Snapchat
1516,42,2.32,6.31,3.71,33,1.79,4.83,High,LinkedIn
1517,23,6.85,5.39,7.22,44,7.78,34.38,High,YouTube
1518,40,4.92,2.26,5.23,62,3.98,32.84,High,LinkedIn
1519,19,9.71,1.59,4.91,12,1.21,57.07,Low,LinkedIn
1520,48,9.34,5.22,7.03,24,5.35,76.64,Low,Twitter
1521,16,11.02,3.88,5,43,8.95,71.4,Low,LinkedIn
1522,34,1.16,1.77,6.44,96,5,87.12,Medium,YouTube
1523,46,9.9,2.95,4.8,73,9.9,5.64,Medium,YouTube
1524,31,11.32,2.77,7.7,115,2.6,60.9,Low,LinkedIn
1525,29,9.68,1.31,4.87,23,4.16,19.71,Low,Instagram
1526,20,2.43,4.6,6.21,68,1.15,97.28,Low,LinkedIn
1527,41,1.89,6.23,3.14,73,1.45,41.5,Low,Twitter
1528,43,1.23,4.82,7.75,102,4.19,62.76,Low,Instagram
1529,17,7.92,6.7,6.72,46,5.76,35.81,Medium,Snapchat
1530,21,7.93,1.46,4.15,90,3.13,22.8,High,Snapchat
1531,24,11.86,3.77,4.29,49,2.5,69.1,High,Instagram
1532,48,5.38,5.07,4.57,115,4.79,93.99,Low,LinkedIn
1533,40,4.65,5.57,6.46,35,2.54,6.89,High,Snapchat
1534,28,7.87,5.72,6.29,32,6.68,82.7,Low,Twitter
1535,24,10.08,5.97,4.64,91,9.6,34.82,Low,Snapchat
1536,28,11.3,5.39,7.16,103,8.26,12.97,High,Twitter
1537,46,9.83,1.21,8.33,106,2.94,71.61,High,Instagram
1538,26,5.69,5.71,3.26,2,9.56,9.16,High,Twitter
1539,19,7.98,5.94,5.5,30,7.76,73.05,Low,YouTube
1540,49,10.42,7.95,6.56,59,2.39,44.14,Medium,YouTube
1541,19,6.4,5.7,6.52,28,6.21,17.31,Low,YouTube
1542,34,3.38,5.65,3.12,43,9.7,16.56,High,YouTube
1543,21,2.87,4.36,4.26,44,1.87,75.07,Low,Instagram
1544,49,1,7.01,3.37,115,3.44,83,Medium,Twitter
1545,33,8.9,7.98,6.41,113,4.37,68.88,Medium,LinkedIn
1546,28,2.22,6.34,6.87,107,2.04,72.36,Low,YouTube
1547,38,3.68,5.09,3.96,41,3.69,84.97,Low,YouTube
1548,34,4.28,1.09,5,20,7.23,43.43,Medium,Snapchat
1549,26,7.16,5.95,4.98,31,5.3,17.6,High,YouTube
1550,16,5.38,5.81,7.92,27,4.79,38.35,High,LinkedIn
1551,39,8.42,6.32,4.17,84,4.89,97.95,Low,LinkedIn
1552,22,1.61,1.43,6.29,46,7.84,45.4,High,Snapchat
1553,40,2.36,5.4,7.7,98,9.92,92.47,High,Instagram
1554,36,6.49,2.72,7.98,93,6.3,70.57,Low,Instagram
1555,30,4.71,6.2,7,119,7.76,74.04,High,Twitter
1556,16,4.25,2.3,4.8,46,4.35,19.83,Medium,LinkedIn
1557,27,1.74,5.63,7.94,16,8.75,37.5,Low,LinkedIn
1558,22,10.85,2.71,7.45,28,4.78,73.51,Medium,YouTube
1559,30,8.61,0.57,7.23,47,9.42,65.9,High,YouTube
1560,36,2.34,5.25,3.4,1,7.69,86.4,Medium,YouTube
1561,34,1.72,1.35,3.26,32,7.37,21.79,Medium,Twitter
1562,44,11.72,5.44,7.17,117,3.61,75.08,Medium,LinkedIn
1563,40,8.49,7.44,8.67,62,8.17,4.9,Medium,YouTube
1564,48,5.59,7.77,7.64,67,1.95,30.68,Medium,YouTube
1565,47,8.72,2.27,7.99,112,5.84,63.42,Low,LinkedIn
1566,41,9.32,6.57,6.27,38,7.62,98.02,Low,YouTube
1567,26,9.58,3.15,4.83,88,8.95,98.95,Medium,Snapchat
1568,23,6.26,7.25,7.07,4,6.13,44.48,Medium,Snapchat
1569,29,5.73,6.41,7.27,118,3.32,76.7,High,Instagram
1570,25,1.12,1.05,7.05,67,8.64,60.45,Low,LinkedIn
1571,17,11.19,3.55,8.68,51,7.91,71.2,Low,Snapchat
1572,24,7.64,3.03,5.2,51,2.38,73.46,High,LinkedIn
1573,18,3.23,6.39,3.24,28,8.85,55.18,High,Twitter
1574,36,11.12,3.58,8.45,36,9.64,81.58,Low,LinkedIn
1575,41,11.06,5.63,3.96,7,5.84,58.86,High,Instagram
1576,23,11.88,5.02,7.18,19,1.35,10.96,Low,Instagram
1577,17,10.61,7.82,8.24,118,9.24,98.93,Medium,Twitter
1578,21,11.98,7.53,4.86,40,2.1,31.08,Low,LinkedIn
1579,43,3.69,3.71,7.98,69,6.7,96.45,High,LinkedIn
1580,44,10.26,5.93,4.99,35,4.61,29.97,Low,Snapchat
1581,41,10.05,6.72,7.77,31,9.93,85.46,Medium,Snapchat
1582,40,3.54,7.24,3.42,4,9.25,69.27,Medium,Instagram
1583,27,2.08,1.01,6.93,103,8.06,36.33,Low,LinkedIn
1584,20,11.77,2.77,7.06,19,2.79,93.86,Medium,YouTube
1585,49,4.26,2.9,5.95,108,7.29,58.73,Medium,Snapchat
1586,30,10.58,3.76,7.12,67,6.15,83.15,Low,LinkedIn
1587,30,1.05,1.77,8.54,102,2.22,79.9,Medium,Twitter
1588,38,1.23,4.22,7.4,21,8.15,5.59,Low,Snapchat
1589,21,6.12,5.47,8.77,96,1.78,27.62,Medium,Instagram
1590,36,3.63,4.23,5.69,30,5.33,47.75,High,Instagram
1591,38,8.59,5.49,6.17,40,4.84,93.37,Low,Instagram
1592,31,7.22,1,4.58,92,8.26,7.18,High,Instagram
1593,30,1.85,7.07,8.91,4,4.85,19.38,High,LinkedIn
1594,40,2.79,7.54,3.33,9,7.25,62.83,High,LinkedIn
1595,26,5.27,5.13,5.15,74,5.3,65.62,Medium,Snapchat
1596,30,3.04,7.11,4.79,113,6.24,17.23,Low,YouTube
1597,19,9.71,1.49,5.32,36,3.17,94.88,Low,Instagram
1598,36,5.58,6.48,8.51,55,2.82,18.51,High,YouTube
1599,28,2.03,1.39,5.21,85,7.39,19.05,High,Instagram
1600,37,6.33,3.56,8.5,23,2.1,63.92,Medium,Snapchat
1601,34,2,2.93,5.54,84,2.58,42.72,Low,Twitter
1602,49,2.42,4.89,8.13,99,9.47,3.58,Low,Instagram
1603,29,3.64,2.76,6.13,114,3.28,92.13,Medium,Twitter
1604,19,10.45,5.28,4.87,15,3.91,8.44,Low,Instagram
1605,42,11.17,3.26,5.7,1,6.7,16.48,High,YouTube
1606,44,10.09,6.96,5.55,14,4.96,89.81,High,Instagram
1607,43,4.67,5.25,4.56,40,6.03,28.26,Low,YouTube
1608,23,4,2.11,4.74,62,2.3,81.95,High,Twitter
1609,31,7.04,3.02,4.12,48,7.05,17.9,Low,LinkedIn
1610,45,8.94,6.86,5.02,25,2.41,5.77,Low,Twitter
1611,33,11.93,3.4,6.75,93,7.73,24.24,Medium,LinkedIn
1612,17,2.45,4.52,5.32,65,5.71,74.46,Medium,Snapchat
1613,28,1.54,5.37,7.27,117,8.35,66.6,Low,Snapchat
1614,19,8.64,3.11,8.92,28,2.55,31.75,High,Snapchat
1615,41,10.15,2.7,5.26,69,4.4,63.71,Medium,Snapchat
1616,40,10.31,4.06,5.78,59,8.62,66.83,High,Instagram
1617,45,8.46,2.11,3.98,64,8.19,56.9,Low,Twitter
1618,26,11.49,2.63,5.35,39,9.69,93.62,High,YouTube
